Ticker Symbol,Ticker Description
ST,"Sensata Technologies Holding N.V. is an industrial technology company. It produces sensors and controls for applications in automotive systems, thermal circuit breakers in aircraft and bimetal current and temperature control devices in electric motors."
STAA,"Staar Surgical along with its subsidiaries designs, develops, manufactures and sells implantable lenses and delivery systems for the eye. The Company develops, produces, and markets intraocular lenses."
STAF,"Staffing 360 Solutions Inc is an international staffing company engaged in the acquisition of United States and United Kingdom based staffing companies. It pursues spectrum of staffing companies supporting accounting,IT engineering, administration."
STAG,"Stag Industrial Inc is an industrial real estate company focused on the acquisition, ownership and management of single-tenant industrial buildings throughout the United States."
STAR,"iStar Inc finances, invests, and develops real estate and its related projects. The company operates manages a portfolio of senior and subordinated loans, provides lease transactions across various property types, invests in properties, and sells land."
STAY,"Extended Stay America Inc owns and operates company-branded hotels in North America. Its business operates in the extended stay lodging industry. It operates hotels under brand names Extended Stay America, Extended Stay Canada & Crossland Economy Studios."
STBA,"S&T Bancorp Inc provides banking products and services. The company's products and services include commercial banking, cash management, trust & brokerage and insurance."
STC,"Stewart Information Services Corp is a title insurance and real estate service company. It is engaged in offering products and services through its direct operations, network of approved agencies and other companies."
STCN,"Steel Connect Inc, formerly known as ModusLink Global Solutions Inc provides supply chain management and marketing distribution services. The company develops and offers products and services to companies that are focused on e-commerce."
STE,"STERIS PLC is a provider of infection prevention and other procedural products and services. The Company's business segments are Healthcare Products, Healthcare Specialty Services, Life Sciences, and Applied Sterilization Technologies."
STFC,State Auto Financial Corp is a property and casualty insurance holding company. It is engaged in writing both personal and business and specialty insurance.
STG,Sunlands Online Education Group is engaged in providing online education service in the People's Republic of China. It offers various degree- and diploma-oriented post-secondary courses through its online platforms.
STI,"SunTrust Banks Inc is engaged in commercial, corporate, and retail banking operations. It provides financial services to consumer, business and corporate clients. Most SunTrust's deposits are in Southeastern U.S. states and the District of Columbia."
STIM,"Neuronetics Inc is a commercial stage medical technology company. It is focused on designing, developing and marketing products that improve the quality of life for patients who suffer from psychiatric disorders."
STIP,"The investment seeks to track the investment results of the Bloomberg Barclays U.S. Treasury Inflation-Protected Securities (TIPS) 0-5 Years Index (Series-L).
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index and may invest up to 10% of its assets in certain futures, options and swap contracts, cash and cash equivalents. The index measures the performance of the inflation-protected public obligations of the U.S. Treasury, commonly known as ""TIPS,"" that have a remaining maturity of less than five years."
STK,Columbia Seligman Premium Technology Growth Fund Inc is a closed-end management investment company. Its investment objectives is to seek growth of capital and current income.
STKL,"SunOpta Inc is engaged in sourcing, processing and packaging of natural, organic and specialty food products. The company also produces, distributes and recycles industrial minerals, silica-free abrasives and speciality sands."
STKS,"The One Group Hospitality Inc is a hospitality company that develops and operates upscale, high-energy restaurants and lounges and provides turn-key food and beverage services for hospitality venues including hotels, casinos and other locations."
STL,"Sterling Bancorp is a provider of financial services. The company functions through the Sterling National Bank, which delivers deposit, lending, and wealth management products to commercial businesses and affluent consumers."
STLD,"Steel Dynamics Inc is a steel producers and metal recycler in the United States. The company produces steel sheet products, long products and steel finishing products. It also operates metals recycling and steel fabrication business."
STM,"STMicroelectronics NV is a semiconductor company. It designs, develops, manufactures and markets semiconductor products used in different microelectronic applications, including automotive products, consumer products and control systems and others."
STML,"Stemline Therapeutics Inc is a clinical-stage biopharmaceutical company. The company is engaged in discovering, acquiring, developing and commercializing proprietary therapeutics that target both cancer stem cells, or CSCs, and tumor bulk."
STMP,"Stamps.com Inc provides internet-based postage solutions. Its customers use the Company's service to mail and ship a variety of mail pieces, including postcards, envelopes, flats and packages, using a range United States Postal Service mail classes."
STN,"Stantec Inc provides professional services in the area of infrastructure and facilities for clients in the public and private sectors. The company's services include planning, engineering, architecture, interior design, surveying and project management."
STND,"Standard AVB Financial Corp accepts deposits from the general public and invests those deposits, together with funds generated from operations and borrowings, in commercial real estate loans, one- to four-family residential mortgage loan."
STNE,
STNG,"Scorpio Tankers Inc acts as a provider in the transportation of refined petroleum products. The company operates its vessels in the Scorpio LR2 Pool, Scorpio Aframax Pool, Scorpio Panamax Pool, Scorpio MR Pool, and Scorpio Handymax Pool."
STNL,Sentinel Energy Services Inc is a blank check company.
STON,"Stonemor Partners LP mainly provides various products and services through the ownership, development, and operation of cemeteries and funeral homes in multiple states. It sells products and services at the time of death and prior to death (preneed)."
STOR,"STORE Capital Corp is engaged in the business of acquisition, investments, and management of single tenant operational real estate. The company owns and operates a diversified portfolio of investments with over 1,500 property across the US."
STPP,"The investment seeks to provide investors with exposure to the Barclays US Treasury 2Y/10Y Yield Curve Index™. 
The Barclays US Treasury 2Y/10Y Yield Curve Index™ (the ""index"") employs a strategy that seeks to capture returns that are potentially available from a ""steepening"" or ""flattening"", as applicable, of the U.S. Treasury yield curve through a notional rolling investment in U.S. Treasury note futures contracts. The level of the index is designed to increase in response to a ""steepening"" of the yield curve and to decrease in response to a ""flattening"" of the yield curve."
STPZ,"The investment seeks to provide total return that closely corresponds, before fees and expenses, to the total return of the ICE BofAML 1-5 Year US Inflation-Linked Treasury Index.
 The fund invests at least 80% of its total assets (exclusive of collateral held from securities lending) in the component securities of the ICE BofAML 1-5 Year US Inflation-Linked Treasury Index (the ""underlying index""). The underlying index is an unmanaged index comprised of Treasury Inflation-Protected Securities (""TIPS"") with a maturity of at least 1 year and less than 5 years."
STRA,"Strayer Education Inc provides academic programs through Strayer University. It offers undergraduate and graduate degrees in the fields including business administration, accounting, information technology, and health services administration."
STRL,Sterling Construction Co Inc is a civil construction company. The company operates through its subsidiaries in construction of buildings and reconstruction of transportation and water infrastructure projects.
STRM,Streamline Health Solutions Inc is a provider of transformational data-driven solutions for healthcare organizations. The company provides computer software-based solutions through its Looking Glass platform.
STRO,
STRS,"Stratus Properties Inc is a diversified real estate company which is engaged in the acquisition, entitlement, development, management, operation, and sale of commercial, hotel, entertainment, and residential real estate properties."
STRT,"Strattec Security Corp designs, develops, manufactures and markets mechanical locks, electronically enhanced locks and keys. It also produces ignition lock housings; access control products, including latches, power sliding door systems,and door handles."
STT,"State Street Corporation is a financial holding company operating through Investment Servicing and Investment Management business. It provides services to mutual funds, corporate and public retirement plans, insurance companies, foundations, endowments."
STWD,"Starwood Property Trust Inc finances, manages and invests in commercial mortgage loans and other commercial real estate debt investments, commercial mortgage-backed securities, and other commercial real estate-related debt investments."
STX,"Seagate Technology PLC is a producer of hard disk drives (HDD) globally. It designs, develops, and manufactures a broad range of HDDs used in desktop PC, notebook PC, game consoles, digital video recorders, and enterprise storage markets."
STXB,Spirit of Texas Bancshares Inc offers a broad range of commercial and retail banking services.
STZ,"Constellation Brands Inc is engaged in the beverage industry. Its core products are alcoholic drinks such as beers, wines and other spirits."
STZ.B,"Constellation Brands Inc is engaged in the beverage industry. Its core products are alcoholic drinks such as beers, wines and other spirits."
SU,"Suncor Energy Inc is a Canadian integrated energy company. It operations include oil sands development and upgrading, offshore oil and gas production, petroleum refining, product marketing and a renewable energy portfolio."
SUB,"The investment seeks to track the investment results of the S&P Short Term National AMT-Free Municipal Bond IndexTM.
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index and may invest up to 10% of its assets in certain futures, options and swap contracts, cash and cash equivalents. The index measures the performance of the short-term investment-grade segment of the U.S. municipal bond market."
SUI,"Sun Communities Inc is a self-administered and self-managed real estate investment trust. The Company through its subsidiaries owns, operates, and develops manufactured housing and recreational vehicle communities throughout the United States."
SUM,"Summit Materials Inc is a top-10 aggregates supplier and top-15 cement producer in the United States. The company has three reportable segments namely West, East, and Cement segment. It generates a majority of its revenue from West Segment."
SUMR,"Summer Infant Inc manufactures juvenile safety and infant care products. Its product categories include monitoring, safety, nursery, baby gear, and feeding products. The United States of America generates maximum revenue for the company."
SUN,Sunoco LP is a wholesale and retail fuel distributor in the United States also manufactures the official fuel for NASCAR. It distributes fuel through an extensive line of distributes across the United States.
SUNS,Solar Senior Capital Ltd is a non-diversified management investment company. The company's investment objective is to seek to maximize current income consistent with the preservation of capital.
SUNW,"Sunworks Inc is provide photo voltaic (PV) based power systems for the residential, commercial and agricultural markets in California and Nevada."
SUP,Superior Industries International Inc manufactures aluminum wheels. The company manufactures and supplies aluminum wheels to its multinational automotive clients primarily used in passenger automobiles and light-duty vehicles.
SUPN,"Supernus Pharmaceuticals Inc is a specialty pharmaceutical company. The company is engaged in developing and commercializing products for the treatment of central nervous system diseases, including neurological and psychiatric disorders."
SUPV,"Grupo Supervielle SA offers financial products and services and its operating segments include retail banking, corporate banking, treasury, consumer finance, insurance and asset management & other services."
SURF,Surface Oncology Inc is a clinical-stage immuno-oncology company. It is developing new therapies that modify the spaces in and around tumors the tumor microenvironment to create conditions that support and sustain anti-tumor immune responses.
SUSA,"The investment seeks to track the investment results of the MSCI USA Extended ESG Select Index composed of U.S. companies that have positive environmental, social and governance characteristics as identified by the index provider.
 The fund generally invests at least 90% of its assets in securities of the underlying index and in depositary receipts representing securities of the underlying index. The underlying index is an optimized index designed to maximize exposure to favorable environmental, social and governance (""ESG"") characteristics, while exhibiting risk and return characteristics similar to the MSCI USA Index."
SUZ,Suzano Papel E Celulose SA manufactures and sells bleached eucalyptus kraft pulp and printing and writing paper in Latin America. It also engages in the formation and exploration of eucalyptus forests for own use and sale to third parties.
SVA,"Sinovac Biotech Ltd is a biopharmaceutical company engaged in research, development, manufacturing and commercialization of vaccines that protect against human infectious diseases."
SVBI,"Severn Bancorp Inc is a savings & loan holding company. It offers savings, money market, time deposit, individual retirement accounts & mortgage banking services. It also provides safe deposit boxes, ATMs, internet banking & debit cards, among others."
SVM,"Silvercorp Metals Inc is a mineral mining company. It acquires, explores, develops, and mines precious and base metal mineral properties at its producing mines and exploration and development projects in China."
SVMK,
SVRA,Savara Inc is a pharmaceutical company. The company develops novel therapies for the treatment of serious or life-threatening rare respiratory diseases.
SVT,"Servotronics Inc is a U.S based company which designs, manufactures and markets advanced technology products consisting of control components and consumer products consisting of knives and various types of cutlery and other edged products."
SVVC,"Firsthand Technology Value Fund Inc is an externally managed, closed-end, non-diversified management investment company. Its investment objective is to seek long-term growth of capital by seeking capital gains on equity and equity-related investments."
SVXY,"The investment seeks results (before fees and expenses) that correspond to one-half the inverse (-0.5x) of the performance of the S&P 500 VIX Short-Term Futures Index for a single day.
 The index seeks to offer exposure to market volatility through publicly traded futures markets and is designed to measure the return from a rolling long position in the first and second month VIX futures contracts."
SWCH,"Switch Inc is a technology infrastructure company. It is engaged in the design, construction and operation of advanced data centers."
SWI,
SWIR,"Sierra Wireless Inc designs and manufactures wireless communications equipment for use in automotive, transportation, energy, healthcare, industrial, and mobile computing industries."
SWK,"Stanley Black & Decker Inc provides hand tools, power tools and accessories, mechanical access solutions, electronic security and monitoring systems, healthcare solutions, engineered fastening systems and products for various industrial applications."
SWKS,"Skyworks Solutions Inc is engaged in producing semiconductors for wireless handsets that are used to enable wireless connectivity. Its products include power amplifiers, filters, and integrated front-end modules."
SWM,"Schweitzer-Mauduit International, Inc. is a diversified producer of premium specialty papers and resin-based products. It manufactures and sells paper and reconstituted tobacco products to the tobacco industry as well as specialized paper products."
SWN,"Southwestern Energy Co is an oil and gas company that explores, develops, and produces oil and natural gas within the United States. It is focused on unconventional natural gas in two US shale plays and oil and gas formations in the United States."
SWX,"Southwest Gas Holdings Inc is a U.S. based utility company. It is primarily involved in the purchasing, distributing, and transporting of natural gas in the American Southwest. Its operations are divided into natural gas and construction services."
SWZ,Swiss Helvetia Fund Inc is a closed-end fund. Its objective is to seek long-term growth of capital through investment in equity and equity-linked securities of Swiss companies.
SXC,SunCoke Energy Inc is engaged in the production of metallurgical coke in the Americas. The Company also owns and operates coal mining operations in Virginia and West Virginia.
SXCP,"SunCoke Energy Partners LP produces coke used in the blast furnace production of steel. It also provides handling and mixing services to steel, coke, electric utility, coal producing, and other manufacturing based customers."
SXE,"Southcross Energy Partners LP provides natural gas gathering, processing, treating, compression and transportation services, and natural gas liquid (NGL) fractionation and transportation services for its producer customers."
SXI,Standex International Corp is a manufacturer of products and services for industrial market segments.
SXT,"Sensient Technologies Corp operates in the chemical industry. It manufactures colors, flavors and fragrances used to develop foods and beverage systems, cosmetic and pharmaceuticals."
SXTC,
SYBT,"Stock Yards Bancorp Inc is the holding company. Its services include loan and deposit services, cash management services, securities brokerage activities, mortgage origination and wealth management and trust activities."
SYBX,"Synlogic Inc is a biopharmaceutical company focused on advancing the drug discovery and development platform for Synthetic Biotic medicines, which are designed using synthetic biology to genetically reprogram beneficial microbes to treat diseases."
SYF,"Synchrony Financial provides consumer financial products services to the diverse group of national and regional retailers, local merchants, manufacturers, buying groups, industry associations and healthcare service providers."
SYK,"Stryker Corp is engaged in designing, manufacturing and marketing of medical equipment, instruments, and implantable devices. Its products include hip and knee replacements, endoscopy systems, operating room equipment, embolic coils, and spinal devices."
SYKE,"Sykes Enterprises Inc provides outsourced customer contact management solutions and services in the business process outsourcing arena to companies within the communications, financial services, technology/consumer and other industries."
SYMC,"Symantec Corp provides software solutions attending to security and backup. Its products and services protect data across mobile devices, enterprise data centers and cloud-based systems."
SYN,Synthetic Biologics Inc is a late-stage biotechnology company focused on developing gut microbiome therapeutics. It is also developing monoclonal antibody therapies for the treatment of pertussis.
SYNA,"Synaptics Inc is a developer and supplier of custom-designed human interface solutions that enable people to interact easily and intuitively with mobile computing, communications, entertainment, and other electronic devices."
SYNC,"Synacor Inc provides managed portals, advertising solutions, email and collaboration platforms, end-to-end video solutions and cloud-based identity management."
SYNH,"Syneos Health Inc is a Contract Research Organization providing clinical development services for biopharmaceutical & medical device industries. It operates in North America, Europe, Middle East and Africa, Asia-Pacific and Latin America."
SYNL,"Synalloy Corp manufactures dyes, metal pipes and systems, fiberglass, and steel tanks. Its products are widely used in the chemical, paper, mining, textiles and liquefied natural gas industries."
SYPR,"Sypris Solutions Inc is a provider of outsourced services and specialty products. It is a supplier of forged and machined components, serving the commercial vehicle, off highway vehicle. It also provides Information Security Solutions."
SYRS,Syros Pharmaceuticals Inc is a biopharmaceutical company engaged in the understanding of the region of the genome controlling the activation and repression of genes. The companies lead candidates are SY-1425 and SY-1365.
SYX,"Systemax Inc is direct marketer of brand name and private label products including industrial, material handling and supplies, computer equipment and related accessories, technology supplies and consumer electronics."
SYY,Sysco Corp is in the business of food distribution. Its primary business involves the distribution of food and related products to the foodservice or food-away-from-home industry.
SZC,Cushing Renaissance Fund is a closed end investment management company. Its investment objective is to seek high total return with an focus on current income.
SZK,"The investment seeks daily investment results, before fees and expenses, that correspond to two times the inverse (-2x) of the daily performance of the Dow Jones U.S. Consumer GoodsSM Index.
 The fund invests in financial instruments that ProShare Advisors believes, in combination, should produce daily returns consistent with the fund's investment objective. The index seeks to measure the stock performance of certain U.S. companies in the consumer goods sector of the U.S. equity market. The fund is non-diversified."
SZO,"The investment seeks to track the price and yield performance, before fees and expenses, of the Deutsche Bank Liquid Commodity index - Optimum Yield Oil Excess Return.
 The fund allows investors to take a short view on the performance of the index. The index is a rules-based index composed of futures contracts on light sweet crude oil (WTI) and is intended to reflect the performance of crude oil."
T,"AT&T Inc is engaged in provision of communications and digital entertainment services in the United States and the world. It provides fixed-line services, including voice, data, and television services to consumers and small businesses."
TA,"TravelCenters of America LLC operates and franchise travel centers, standalone convenience stores, and standalone restaurants. It collects rents, royalties and other fees from our tenants and franchisees."
TAC,"TransAlta Corp is engaged in the production and sale of electric energy in Alberta, Canada. It also has an energy trading and marketing business as well as it owns transmission lines and coal mines."
TACO,"Del Taco Restaurants Inc is an operator and franchisor of restaurants featuring fresh and fast made-to-order cuisine, including both Mexican inspired and American classic dishes."
TACT,"Transact Technologies, Inc. is engaged in developing and selling software-driven technology and printing solutions for restaurant, POS automation and banking, casino and gaming, lottery, mobile and oil and gas."
TAGS,"The investment seeks to have the daily changes in percentage terms of the shares’ NAV reflect the daily changes in percentage terms of a weighted average of the NAVs per share of four other commodity pools that are series of the trust and are sponsored by the sponsor: the Teucrium Corn Fund, the Teucrium Wheat Fund, the Teucrium Soybean Fund and the Teucrium Sugar Fund.
 The fund seeks to achieve its investment objective by investing under normal market conditions in the publicly-traded shares of each underlying fund."
TAHO,"Tahoe Resources Inc is a mining firm. It is engaged in the operation of mineral properties for the mining of precious metals in America. Its mines for silver, gold, lead and zinc, and earns majority from gold."
TAIT,"Taitron Components Inc is the supplier of electronic components. The company focuses on providing original equipment manufacturers, contract electronic manufacturers and originally designed and manufactured services for various projects."
TAK,"Takeda Pharmaceutical Co Ltd is a pharmaceutical company in Japan. It is primarily focused on four therapeutic areas; oncology, gastroenterology, cardiovascular/metabolic, and neurology. The company markets its products across Europe and emerging markets."
TAL,"TAL Education Group is engaged in providing after-school tutoring programs for primary and secondary school students in China. It delivers its tutoring services through small classes, personalized premium services, and online course offerings."
TALO,Talos Energy Inc is an oil & gas exploration and production company. The company has its operations in the Gulf of Mexico and areas of South Louisiana.
TAN,"The investment seeks to track the investment results (before fees and expenses) of the MAC Global Solar Energy Index (the ""underlying index"").
 The fund will invest at least 90% of its total assets in the securities (including ADRs and GDRs) that comprise the underlying index. The underlying index is designed to provide exposure to companies listed on exchanges in developed markets that derive a significant amount of their revenues from the following business segments of the solar industry: solar power equipment producers including ancillary or enabling products; etc. The fund is non-diversified."
TANH,"Tantech Holdings Ltd is engaged in developing and manufacturing bamboo-based charcoal products for industrial energy applications and household cooking, heating, purification, agricultural and cleaning uses."
TAO,"The investment seeks to track the investment results (before fees and expenses) of the AlphaShares China Real Estate Index (the index).
 The fund generally will invest at least 90% of its total assets in the securities (including ADRs and GDRs) that comprise the index. The index is comprised of REITs and equity securities of publicly-traded companies that derive a majority of their revenues from real estate development, management and/or ownership of property in China or the Special Administrative Regions of China (Hong Kong and Macau), ADRs, and GDRs. The fund is non-diversified."
TAOP,"China Information Technology Inc is a provider of integrated cloud-based solutions for the end markets which include: new media, healthcare, education and residential community management."
TAP,"Molson Coors Brewing Co is engaged in brewing activities. It has a diverse portfolio of owned and partner brands, including core brands Carling, Coors Light, Molson Canadian and Staropramen, as well as craft and specialty beers such as Blue Moon."
TAP.A,"Molson Coors Brewing Co is engaged in brewing activities. It has a diverse portfolio of owned and partner brands, including core brands Carling, Coors Light, Molson Canadian and Staropramen, as well as craft and specialty beers such as Blue Moon."
TARO,"Taro Pharmaceutical Industries Ltd is a science-based pharmaceutical company. It develops, manufacture and market Rx and OTC (over-the-counter) pharmaceutical products primarily in the United States, Canada and Israel."
TAST,"Carrols Restaurant Group Inc owns and operates restaurants under the Burger King brand in Northeastern, Midwestern and Southeastern states. It offers hamburgers, chicken and other specialty sandwiches, french fries, breakfast items and other offerings."
TAT,"TransAtlantic Petroleum Ltd is an oil and natural gas company. It is engaged in acquisition, exploration, development and production of oil and natural gas."
TATT,"TAT Technologies Ltd is a provider of services and products to the commercial and military aerospace and ground defence industries. The company designs, develops, manufactures and sells heat transfer equipment and solutions."
TAYD,"Taylor Devices Inc is engaged in the design, development, manufacture and marketing of shock absorption, rate control and energy storage devices for use in machinery, equipment and structures."
TBBK,"The Bancorp Inc through its subsidiary is engaged in specialty lending: securities backed lines of credit, or SBLOC, automobile fleet and other equipment leasing, Small Business Administration, or SBA."
TBF,"The investment seeks daily investment results, before fees and expenses, that correspond to the inverse (-1x) of the daily performance of the ICE U.S. Treasury 20+ Year Bond Index.
 The fund invests in financial instruments that ProShare Advisors believes, in combination, should produce daily returns consistent with the fund's investment objective. The index includes publicly- issued U.S. Treasury securities that have a remaining maturity greater than twenty years and have $300 million or more of outstanding face value, excluding amounts held by the Federal Reserve. The fund is non-diversified."
TBI,"TrueBlue Inc is a provider of staffing and workforce-management solutions. It services are blue-collar staffing services including general labor, light industrial, skilled trades, aviation and transportation mechanics and technicians and drivers."
TBIO,
TBK,"Triumph Bancorp Inc is a financial holding company offering traditional banking and asset management services. The company through its Banking, Factoring, Asset Management segments provides financial lending services and investment management services."
TBLT,
TBNK,"Territorial Bancorp Inc is a bank holding company. The company through its subsidiary, provides financial services to individuals, families and businesses through its banking offices located throughout the State of Hawaii."
TBPH,"Theravance Biopharma Inc is a diversified biopharmaceutical company. It is engaged in discovery, research, development and commercialization of human therapeutics."
TBRG,
TBT,"The investment seeks daily investment results, before fees and expenses, that correspond to two times the inverse (-2x) of the daily performance of the ICE U.S. Treasury 20+ Year Bond Index.
 The fund invests in financial instruments that ProShare Advisors believes, in combination, should produce daily returns consistent with the fund's investment objective. The index includes publicly-issued U.S. Treasury securities that have a remaining maturity greater than twenty years and have $300 million or more of outstanding face value, excluding amounts held by the Federal Reserve. The fund is non-diversified."
TBX,"The investment seeks daily investment results that correspond to the inverse (-1x) of the daily performance of the ICE U.S. Treasury 7-10 Year Bond Index.
 The fund invests in derivatives that ProShare Advisors believes, in combination, should have similar daily return characteristics as the inverse (-1x) of the daily return of the index. The index includes publicly- issued U.S. Treasury securities that have a remaining maturity of greater than seven years and less than or equal to ten years and have $300 million or more of outstanding face value, excluding amounts held by the Federal Reserve. The fund is non-diversified."
TC,
TCBI,"Texas Capital Bancshares Inc is engaged in providing lending services to businesses. Its services included credit solutions, treasury and liquidity services, mortgage finance, private wealth solution and personal banking solution."
TCBK,TriCo Bancshares is a bank holding company. The company offers banking services to retail customers and small to medium-sized businesses through its branch offices in Northern and Central California.
TCCO,"Technical Communications Corp designs, develop, manufactures, distributes, and markets communications security equipment. The company's products consist of voice, data and facsimile encryptors and many more."
TCDA,
TCF,"TCF Financial Corp is a bank holding company of TCF National Bank. It operates in three segments namely Consumer Banking, Wholesale Banking and Enterprise Services."
TCFC,"The Community Financial Corp is a bank holding company. It is engaged in the commercial and retail banking business, including the acceptance of deposits, and the origination of loans to individuals, associations, partnerships and corporations."
TCI,"Transcontinental Realty Investors Inc is engaged in the business of acquisition, development and ownership of income-producing residential and commercial real estate properties."
TCMD,"Tactile Systems Technology Inc is a medical technology company. The Company develops and provides medical devices for the treatment of chronic swelling condition at home. Its products include Flexitouch System, the Entre System, and the ACTitouch System."
TCO,Taubman Centers Inc owns and operates regional and super-regional shopping malls in North America. The company through its subsidiaries also has operations in Asia.
TCON,"TRACON Pharmaceuticals Inc is a clinical stage biopharmaceutical company. The company is engaged in the development and commercialization of novel targeted therapeutics for cancer, age-related macular degeneration and fibrotic diseases."
TCP,"TC Pipelines LP acquires, owns and participates in the management of energy infrastructure assets in North America. Its pipeline systems transport natural gas in the United States. It earns revenue by charging rates for transporting natural gas."
TCPC,TCP Capital Corp is an externally managed investment company. It invests in enterprises which have a valuation of $100 million to $1.5 billion. The company primarily invests in the senior debt instruments.
TCRD,"THL Credit Inc is an externally managed, non-diversified closed-end management investment company. The company's investment approach consists of four separate and distinct phases: sourcing, selecting, structuring and supervising investments."
TCS,The Container Store Group Inc a retailer of storage & organization products in USA. Its operates in two segment: The Container store and Elfa.
TCX,"Tucows Inc mainly provides internet content solutions in the United States. Its primary services span wholesale and retail domain name registration processes. Additionally, it sells mobile phones, provides broadband and consulting services."
TD,"The Toronto-Dominion Bank and its subsidiaries provide financial products and services. It offers asset management, insurance, wealth management, investment banking, wholesale banking, personal banking and commercial banking services and others."
TDAC,Trident Acquisitions Corp is a blank check company.
TDC,"Teradata Corp offers analytic data platforms, applications, and services for data warehousing and analytic technologies."
TDF,Templeton Dragon Fund Inc is a closed-end management investment company. The fund seeks long-term capital appreciation by investing at least 45% of its total assets in equity securities of China companies.
TDG,"TransDigm Group Inc is a designer, producer and supplier of engineered aircraft components for use on commercial and military aircraft in service."
TDIV,"The investment seeks investment results that correspond generally to the price and yield (before the fund's fees and expenses) of an equity index called the NASDAQ Technology Dividend IndexSM.
 The fund will normally invest at least 90% of its net assets (including investment borrowings) in the common stocks and/or depositary receipts included in the index. The index is owned and was developed by Nasdaq, Inc. (the ""index provider""). The index is calculated and maintained by the index Provider. The index includes up to 100 technology and telecommunications companies that pay a regular or common dividend. The fund is non-diversified."
TDOC,"Teladoc Inc provides telehealth platform, delivering on-demand healthcare anytime, anywhere, via mobile devices, the internet, video and phone."
TDS,Telephone and Data Systems Inc is a diversified telecommunications service company providing telecommunications services to wireless customers and wireline and cable connections.
TDTF,"The investment seeks to provide investment results that, before fees and expenses, correspond generally to the price and yield performance of the iBoxx 5-Year Target Duration TIPS Index.
 Under normal circumstances, the fund will invest at least 80% of its total assets (exclusive of collateral held from securities lending) in the securities of the underlying index. The underlying index reflects the performance of a selection of inflation protected public obligations of the U.S. Treasury, commonly known as ""TIPS,"" with a targeted average modified adjusted duration, as defined by the underlying index, of approximately five years. The fund is non-diversified."
TDTT,"The investment seeks to provide investment results that, before fees and expenses, correspond generally to the price and yield performance of the iBoxx 3-Year Target Duration TIPS Index.
 Under normal circumstances, the fund will invest at least 80% of its total assets (exclusive of collateral held from securities lending) in the securities of the underlying index. The underlying index reflects the performance of a selection of inflation protected public obligations of the U.S. Treasury, commonly known as ""TIPS,"" with a targeted average modified adjusted duration, as defined by the underlying index, of approximately three years. The fund is non-diversified."
TDW,"Tidewater Inc is a provider of larger offshore service vessels to the global energy industry. It serves the customers who are operating in more remote, deeper and increasingly hostile environments in order to meet the world's energy demands."
TDY,"Teledyne Technologies Inc provides enabling technologies for industrial growth markets such as deepwater oil & gas exploration & production, oceanographic research, air & water quality environmental monitoring, & among others."
TEAM,"Atlassian Corporation PLC is a holding company engaged in designing, development, licensing and maintaining of software and the provisioning of software hosting services to help teams organize, discuss and complete their work."
TECD,"Tech Data Corp is a wholesale distributor of technology products. It operates through the segment of distributing technology products, logistics management and other value-added services."
TECH,"Bio-Techne Corp and is a biotechnology company which develops, manufactures and sells biotechnology reagents, instruments and clinical diagnostic products."
TECK,"Teck Resources Ltd is a mining company whose activities include exploration, development, processing, smelting, refining and reclamation. It has operations in Canada, United States, Chile and Peru. The company's products are coal, copper, zinc and lead."
TECL,"The investment seeks daily investment results, before fees and expenses, of 300% of the daily performance of the Technology Select Sector Index.
 The fund invests at least 80% of its net assets (plus borrowing for investment purposes) in securities of the index, ETFs that track the index and other financial instruments that provide daily leveraged exposure to the index or ETFs that track the index. The index includes domestic companies from the technology sector. It is non-diversified."
TECS,"The investment seeks daily investment results, before fees and expenses, of 300% of the inverse (or opposite) of the daily performance of the Technology Select Sector Index.
 The fund, under normal circumstances, invests in swap agreements, futures contracts, short positions or other financial instruments that, in combination, provide inverse (opposite) or short leveraged exposure to the index equal to at least 80% of the fund's net assets (plus borrowing for investment purposes). The index is provided by S&P Dow Jones Indices (the ""index provider"") and includes domestic companies from the technology sector. It is non-diversified."
TEDU,"Tarena International Inc through its subsidiaries provides professional education services in China. It offers courses in IT subjects, non-IT subjects and kid education programs."
TEF,"Telefonica SA is a telecommunications group which provides fixed and mobile telephony, broadband, internet, data traffic, pay TV and other digital services. It serves over 300 million clients across more than 20 countries."
TEI,"Templeton Emerging Markets Income Fund is a closed-end fund. It seeks high, current income, with a secondary goal of capital appreciation, by investing, under normal market conditions."
TEL,"TE Connectivity Ltd is an electronic component producer. The company manufactures and designs products such as antennas, cable assemblies, fiber optics, sensors, relays and switches that are used in various application."
TELL,"Tellurian Inc is an oil and gas exploration and production company. It is engaged in building a natural gas business that includes 26 mtpa production from Driftwood LNG, trading of LNG cargoes, and development."
TEN,"Tenneco Inc produces clean air and ride performance products and systems for light vehicle, commercial truck, off-highway and other vehicle applications. It serves original equipment vehicle manufacturers and repair and replacement markets or aftermarket."
TENB,
TENX,Tenax Therapeutics Inc is a specialty pharmaceutical company. The company is engaged in developing and commercializing pharmaceutical products for critical care patients and its products include Levosimendan and Oxycyte.
TEO,"Telecom Argentina SA is a part of the communication service industry. Its scope of business includes fixed-line public telecommunication services, international long-distance service, data transmission and internet services."
TER,"Teradyne Inc caters to the semiconductor industry. Its products include test systems used to test semiconductors, wireless products, hard disk drives, solid state disks and circuit boards."
